Ticker,Sector,Industry,MarketCap,PE_Ratio,PB_Ratio,EPS,RevenueGrowth,DebtToEquity,CurrentPrice,ForwardPE,ProfitMargin,ROE,Name
IP,Consumer Cyclical,Packaging & Containers,16869431296.0,,1.173567,-5.19,0.012,64.445,31.86,11.899116,-0.13767,-0.16036,International Paper Company
AMKR,Technology,Semiconductor Equipment & Materials,19014299648.0,44.086205,4.2430444,1.74,0.275,35.4,76.71,31.310715,0.061680004,0.10005999,"Amkor Technology, Inc."
TMUS,Communication Services,Telecom Services,210283184128.0,20.671278,3.633049,9.4,0.106,218.569,194.31,13.929591,0.116459996,0.18024999,"T-Mobile US, Inc."
KDP,Consumer Defensive,Beverages - Non-Alcoholic,39347380224.0,21.422222,1.5575182,1.35,0.094,85.985,28.92,11.453057,0.10812,0.06312,Keurig Dr Pepper Inc.
SPG,Real Estate,REIT - Retail,77007880192.0,14.28743,12.731907,14.16,0.132,435.463,202.31,29.26727,0.7271,1.04109,"Simon Property Group, Inc."
ADCT,Healthcare,Biotechnology,478238752.0,,-2.5439782,-0.97,-0.095,,3.76,-2.52349,-1.73021,,ADC Therapeutics SA
META,Communication Services,Internet Content & Information,1535644663808.0,21.974573,7.045315,27.53,0.331,35.608,604.96,16.721766,0.32837,0.32930002,"Meta Platforms, Inc."
6758.T,Technology,Consumer Electronics,18473275097088.0,15.151662,2.2861612,206.38,0.005,19.449,3127.0,17.068777,-0.0161,0.14917,Sony Group Corporation
ANEB,Healthcare,Biotechnology,18760978.0,,2.3834198,-0.18,,,0.46,-0.7076923,0.0,-0.69686997,"Anebulo Pharmaceuticals, Inc."
WOW.AX,Consumer Defensive,Grocery Stores,41351131136.0,69.08163,8.921982,0.49,0.034,361.53,33.85,24.057081,0.00851,0.1188,Woolworths Group Limited
KMI,Energy,Oil & Gas Midstream,71839629312.0,21.67114,2.2934868,1.49,0.138,98.84,32.29,21.318457,0.18917,0.10597,"Kinder Morgan, Inc."
ELV,Healthcare,Healthcare Plans,80148119552.0,15.651824,1.8273506,23.58,0.026,72.299,369.07,12.628672,0.02616,0.12086,"Elevance Health, Inc."
LLOY.L,Financial Services,Banks - Regional,58030145536.0,12.4275,1.4002817,0.08,0.115,,99.42,8.286381,0.26495,0.10784,Lloyds Banking Group plc
ARE,Real Estate,REIT - Office,7633002496.0,,0.4828415,-6.27,-0.115,66.509,43.8,-49.772728,-0.36141,-0.04144,"Alexandria Real Estate Equities, Inc."
FMC,Basic Materials,Agricultural Inputs,1859423616.0,,0.89680964,-19.62,-0.041,251.722,14.87,6.7242165,-0.72926,-0.78367996,FMC Corporation
WPC,Real Estate,REIT - Diversified,16300047360.0,31.273506,1.9754354,2.34,0.089,104.704,73.18,26.31172,0.29666,0.0626,W. P. Carey Inc.
XLV,,,,25.596197,1.141793,,,,145.3,,,,State Street Health Care Select Sector SPDR ETF
NTAP,Technology,Software - Infrastructure,22606608384.0,19.151007,19.517784,5.96,0.044,236.097,114.14,13.381526,0.18065001,1.12587,"NetApp, Inc."
APLD,Technology,Information Technology Services,11396489216.0,,7.197257,-0.38,1.393,110.128,39.88,-39.29064,-0.59472,-0.055609997,Applied Digital Corporation
CAG,Consumer Defensive,Packaged Foods,6698120192.0,,0.8204407,-0.1,-0.019,89.813,14.0,8.274476,-0.00387,-0.00511,"Conagra Brands, Inc."
FDX,Industrials,Integrated Freight & Logistics,86554599424.0,19.377672,2.9089115,18.72,0.083,140.994,362.75,16.228065,0.04877,0.15869,FedEx Corporation
DOC,Real Estate,REIT - Healthcare Facilities,11478687744.0,165.1,1.5299786,0.1,0.031,122.183,16.51,122.296295,0.02528,0.01164,"Healthpeak Properties, Inc."
HD,Consumer Cyclical,Home Improvement Retail,314167066624.0,22.165848,24.51959,14.23,-0.038,514.392,315.42,19.344252,0.08596,1.45541,"The Home Depot, Inc."
TRNO,Real Estate,REIT - Industrial,6906669056.0,16.62404,1.6236604,3.91,0.326,22.831,65.0,42.565453,0.84594,0.10321999,Terreno Realty Corporation
MDLZ,Consumer Defensive,Confectioners,78764752896.0,30.376238,3.0435,2.02,0.082,83.793,61.36,18.106544,0.06638,0.101610005,"Mondelez International, Inc."
MTB,Financial Services,Banks - Regional,31999772672.0,12.0920315,1.2396303,17.82,0.057,,215.48,10.327921,0.31482,0.102910005,M&T Bank Corporation
XLB,,,,26.928322,0.6513386,,,,51.53,,,,State Street Materials Select Sector SPDR ETF
FITB,Financial Services,Banks - Regional,45562896384.0,16.936026,1.6667218,2.97,0.33,,50.3,10.250035,0.24133,0.07969,Fifth Third Bancorp
FNV,Basic Materials,Gold,43393200128.0,39.074654,5.683299,5.76,0.858,,225.07,22.539953,0.61643004,0.16316,Franco-Nevada Corporation
UNP,Industrials,Railroads,156746235904.0,21.747118,8.481159,12.14,0.032,162.246,264.01,19.289642,0.29202,0.40686,Union Pacific Corporation
BMO,Financial Services,Banks - Diversified,106457014272.0,17.103058,1.7210995,8.83,0.1,,151.02,12.749971,0.27076,0.10471,Bank of Montreal
DLR,Real Estate,REIT - Specialty,70355828736.0,52.034393,3.031737,3.78,0.167,76.592,196.69,63.219776,0.21823,0.05688,"Digital Realty Trust, Inc."
VST,Utilities,Utilities - Independent Power Producers,54296535040.0,73.56881,20.686188,2.18,0.136,399.55,160.38,14.136935,0.05322,0.17656,Vistra Corp.
AMBO,Consumer Defensive,Education & Training Services,,4.787234,0.78016645,0.47,-0.05,111.842,2.25,,0.14352,0.18135999,
PTC,Technology,Software - Application,16367916032.0,20.257732,4.2560105,6.79,0.214,35.942,137.55,16.457682,0.28612,0.23141001,PTC Inc.
CHTR,Communication Services,Telecom Services,22338652160.0,4.2811146,1.1876632,36.96,-0.01,459.525,158.23,3.5784829,0.09029,0.27504998,"Charter Communications, Inc."
ASML,Technology,Semiconductor Equipment & Materials,556126896128.0,47.621124,1264.9004,30.3,0.132,12.989,1442.92,30.276571,0.29713,0.52236,ASML Holding N.V.
TAP,Consumer Defensive,Beverages - Brewers,7912791552.0,,0.7868626,-10.55,0.02,62.567,42.19,8.418486,-0.18854,-0.18080999,Molson Coors Beverage Company
EMR,Industrials,Specialty Industrial Machinery,77769564160.0,32.032406,3.8353658,4.32,0.041,69.283,138.38,19.383314,0.12718001,0.09646,Emerson Electric Co.
IQV,Healthcare,Diagnostics & Research,29614979072.0,21.942785,4.601101,8.04,0.103,245.928,176.42,12.499601,0.083380006,0.21438,IQVIA Holdings Inc.
KEYS,Technology,Scientific & Technical Instruments,61042880512.0,62.5536,9.837483,5.69,0.233,44.674,355.93,34.442383,0.16946,0.17222999,"Keysight Technologies, Inc."
BMY,Healthcare,Drug Manufacturers - General,116295958528.0,15.952381,5.794668,3.57,0.026,230.967,56.95,9.266943,0.15006,0.38731998,Bristol-Myers Squibb Company
RCL,Consumer Cyclical,Travel Services,70798114816.0,16.106163,7.216907,16.39,0.113,217.312,263.98,13.211088,0.24358,0.49576,Royal Caribbean Cruises Ltd.
MO,Consumer Defensive,Tobacco,121551380480.0,15.196242,-34.794456,4.79,0.053,,72.79,12.425997,0.39518002,,"Altria Group, Inc."
PWR,Industrials,Engineering & Construction,115787907072.0,106.42896,12.912462,7.25,0.263,69.121,771.61,47.500645,0.036679998,0.13534,"Quanta Services, Inc."
HSBA.L,Financial Services,Banks - Diversified,230622806016.0,15.1110115,1.75711,0.89,0.033,,1344.88,9.935858,0.34977,0.11611,HSBC Holdings plc
SLF,Financial Services,Insurance - Diversified,40562573312.0,16.196903,2.4280703,4.52,0.047,90.268,73.21,11.643067,0.10181,0.13901,Sun Life Financial Inc.
AEON,Healthcare,Biotechnology,24334172.0,,-0.20352036,-3.95,,,0.925,-1.3405797,0.0,,"AEON Biopharma, Inc."
BDX,Healthcare,Medical Instruments & Supplies,41011556352.0,23.595743,1.6237371,6.11,0.016,77.284,144.17,10.672326,0.08014,0.0696,"Becton, Dickinson and Company"
AGMH,Technology,Computer Hardware,2068808.0,0.027612764,0.049685296,32.59,4.307,6.078,0.8999,,0.31413,0.95307,AGM Group Holdings Inc.
EQIX,Real Estate,REIT - Specialty,106362306560.0,74.63391,7.4832773,14.45,0.121,162.961,1078.46,57.28655,0.14928001,0.10059,"Equinix, Inc."
HUM,Healthcare,Healthcare Plans,28758331392.0,25.563501,1.6359104,9.37,0.235,77.073,239.53,15.675533,0.00824,0.062800005,Humana Inc.
ALB,Basic Materials,Specialty Chemicals,22966724608.0,,3.142309,-5.77,0.159,33.954,194.82,21.581802,-0.09929,-0.04656,Albemarle Corporation
CSL.AX,Healthcare,Biotechnology,60465885184.0,14.537923,2.321265,8.57,-0.018,54.438,124.59,12.155092,0.09061,0.06662,CSL Limited
NWSA,Communication Services,Entertainment,13927512064.0,33.038963,1.6134965,0.77,0.055,30.892,25.44,20.317541,0.13346,0.06329,News Corporation
EXR,Real Estate,REIT - Industrial,30850801664.0,31.413483,2.2143898,4.45,0.038,98.092,139.79,29.241772,0.27142,0.0683,Extra Space Storage Inc.
ADBE,Technology,Software - Application,103321600000.0,14.904956,9.0774145,17.15,0.12,58.34,255.62,9.687599,0.29477,0.58774,Adobe Inc.
FSLR,Technology,Solar,23573118976.0,14.162686,2.4681885,15.49,0.236,5.943,219.38,9.15006,0.30731001,0.18436001,"First Solar, Inc."
AFBI,Financial Services,Banks - Regional,136647328.0,16.364964,2.1948116,1.37,0.042,,22.42,,0.1091,0.02049,"Affinity Bancshares, Inc."
ALHC,Healthcare,Healthcare Plans,3783228928.0,182.99998,18.281717,0.1,0.333,159.492,18.3,25.328718,0.00465,0.12531,"Alignment Healthcare, Inc."
RJF,Financial Services,Asset Management,30916100096.0,14.987735,2.505994,10.6,0.134,46.262,158.87,11.870001,0.14622,,"Raymond James Financial, Inc."
AOUT,Consumer Cyclical,Leisure,122304832.0,,0.7302949,-0.78,-0.033,19.778,9.71,25.552631,-0.0478,-0.05703,"American Outdoor Brands, Inc."
VOO,,,,28.724411,1.70217,,,,665.3,,,,Vanguard S&P 500 ETF
AZO,Consumer Cyclical,Auto Parts,58665332736.0,24.813736,-20.109037,142.7,0.082,,3540.92,20.236004,0.124689996,,"AutoZone, Inc."
LNT,Utilities,Utilities - Regulated Electric,18872262656.0,22.977987,2.542715,3.18,0.05,159.526,73.07,19.860188,0.18583,0.113120005,Alliant Energy Corporation
EL,Consumer Defensive,Household & Personal Products,29974708224.0,,7.43316,-0.7,0.046,232.908,82.85,26.30668,-0.01672,-0.05949,The Estée Lauder Companies Inc.
AOGO,Financial Services,Shell Companies,6167840.0,,-0.63071585,-0.51,,,2.0,,0.0,,Arogo Capital Acquisition Corp.
AMD,Technology,Semiconductors,579219816448.0,137.16603,9.19172,2.59,0.341,6.359,355.26,31.665981,0.12515001,0.07082,"Advanced Micro Devices, Inc."
ULVR.L,Consumer Defensive,Household & Personal Products,95086510080.0,19.4375,7.0558124,2.24,,160.789,4354.0,14.796828,0.18749,0.30955,Unilever PLC
WBD,Communication Services,Entertainment,68231806976.0,93.86207,1.8794448,0.29,-0.057,98.91,27.22,-1555.4285,0.01949,0.02078,"Warner Bros. Discovery, Inc."
ACHC,Healthcare,Medical Care Facilities,2324006656.0,,1.1712087,-12.2,0.076,124.183,25.27,14.485609,-0.32839,-0.41050997,"Acadia Healthcare Company, Inc."
EMN,Basic Materials,Specialty Chemicals,8838108160.0,22.33815,1.478725,3.46,-0.049,89.616,77.29,11.023822,0.04619,0.06633,Eastman Chemical Company
SYF,Financial Services,Credit Services,24817395712.0,7.637681,1.6489362,9.66,0.061,,73.78,7.0368333,0.36393002,0.2178,Synchrony Financial
KLAC,Technology,Semiconductor Equipment & Materials,226364440576.0,49.021217,41.57829,35.35,0.115,105.4,1732.9,34.93263,0.35661998,0.94975996,KLA Corporation
AES,Utilities,Utilities - Diversified,10246839296.0,10.969466,2.5188432,1.31,0.047,259.393,14.37,6.0155983,0.07439,0.01954,The AES Corporation
AMSF,Financial Services,Insurance - Specialty,556063104.0,12.234568,2.2534678,2.43,0.103,,29.73,14.270423,0.14267999,0.18266001,"AMERISAFE, Inc."
LI,Consumer Cyclical,Auto Manufacturers,18172745728.0,111.12501,1.6970578,0.16,-0.35,24.357,17.78,19.13399,0.01001,0.01577,Li Auto Inc.
AMIX,Healthcare,Medical Devices,4323000.0,,0.50519997,-3.15,,,0.3789,-0.0512027,0.0,-1.88745,"Autonomix Medical, Inc."
PCG,Utilities,Utilities - Regulated Electric,35962327040.0,12.6589155,1.1593071,1.29,0.15,187.872,16.33,9.064669,0.110089995,0.08826999,PG&E Corporation
DVN,Energy,Oil & Gas E&P,31687243776.0,12.227818,2.0424595,4.17,-0.121,55.951,50.99,9.408462,0.16473,0.17736,Devon Energy Corporation
ALLT,Technology,Software - Infrastructure,384046336.0,98.125,3.3690987,0.08,0.14,5.064,7.85,19.382715,0.03633,0.04542,Allot Ltd.
ALTG,Industrials,Rental & Leasing Services,261897552.0,,-29.379564,-2.55,0.022,,8.05,-13.342615,-0.04374,-2.3343,Alta Equipment Group Inc.
MTD,Healthcare,Diagnostics & Research,26372057088.0,30.958405,-1121.8088,42.07,0.081,,1302.42,25.440184,0.21587,,Mettler-Toledo International Inc.
MSFT,Technology,Software - Infrastructure,3055909601280.0,24.51609,7.8186827,16.78,0.183,30.271,411.38,21.186907,0.39341998,0.34013999,Microsoft Corporation
IRT,Real Estate,REIT - Residential,3987329280.0,82.5,1.1440061,0.2,0.023,69.185,16.5,150.0,0.07159,0.0138,"Independence Realty Trust, Inc."
ALZN,Healthcare,Biotechnology,4071073.0,,1.8641115,-3.67,,,1.07,-0.4115385,0.0,-2.49965,"Alzamend Neuro, Inc."
CE,Basic Materials,Chemicals,7723789824.0,,1.8675075,-10.44,-0.065,289.222,69.01,10.599182,-0.12207,-0.22521,Celanese Corporation
SMCI,Technology,Computer Hardware,16711411712.0,14.647368,2.3839302,1.9,1.234,75.28,27.83,9.315793,0.03111,0.13193,"Super Micro Computer, Inc."
AROC,Energy,Oil & Gas Equipment & Services,6980120576.0,21.765028,4.6699495,1.83,0.155,162.619,39.83,17.387396,0.21632999,0.22898,"Archrock, Inc."
PFE,Healthcare,Drug Manufacturers - General,150457024512.0,20.190842,1.7391019,1.31,0.054,71.297,26.45,9.343055,0.118310004,0.083100006,Pfizer Inc.
AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",602598464.0,35.655174,0.6681421,1.16,-0.184,53.635,41.36,23.020367,0.011519999,0.01926,American Woodmark Corporation
BABA,Consumer Cyclical,Internet Retail,326362300416.0,23.326277,2.0168216,5.67,0.017,25.908,132.26,17.95455,0.08912,0.082329996,Alibaba Group Holding Limited
EA,Communication Services,Electronic Gaming & Multimedia,50443640832.0,57.427353,8.196235,3.51,0.01,36.443,201.57,21.940525,0.09307,0.10027,Electronic Arts Inc.
CSCO,Technology,Communication Equipment,372474937344.0,33.920864,7.803062,2.78,0.097,66.509,94.3,20.90112,0.18756,0.23754999,"Cisco Systems, Inc."
ARCT,Healthcare,Biotechnology,239038000.0,,1.1167176,-2.4,-0.684,11.682,8.41,-1.9986264,-0.80193,-0.28917998,Arcturus Therapeutics Holdings Inc.
ACMR,Technology,Semiconductor Equipment & Materials,3496145152.0,38.540146,2.3656974,1.37,0.094,15.432,52.8,23.157894,0.10438,0.08055,"ACM Research, Inc."
POW,,,,38.275433,,,,,32.78,,,,VistaShares Electrification Supercycle ETF
CP,Industrials,Railroads,74125991936.0,25.30303,2.180376,3.3,-0.025,51.291,83.5,19.34388,0.27209,0.08428001,Canadian Pacific Kansas City Limited
ALCO,Consumer Defensive,Farm Products,316066336.0,,3.1729438,-18.54,-0.888,81.847,41.28,-21.726315,0.0,-0.80757004,"Alico, Inc."
HLT,Consumer Cyclical,Lodging,71201579008.0,47.824158,-12.093805,6.54,0.11,,312.77,29.994291,0.30408,,Hilton Worldwide Holdings Inc.
XEL,Utilities,Utilities - Regulated Electric,50846752768.0,23.472622,2.1514037,3.47,0.029,164.845,81.45,17.982117,0.14144,0.0959,Xcel Energy Inc.
MQG.AX,Financial Services,Capital Markets,91686649856.0,24.77446,2.545366,9.71,0.058,,240.56,19.58988,0.21123,0.112069994,Macquarie Group Limited
CSX,Industrials,Railroads,83671990272.0,27.625767,6.1625834,1.63,0.017,143.06,45.03,20.922386,0.21553,0.23684,CSX Corporation
CBRE,Real Estate,Real Estate Services,41746862080.0,32.55023,4.823398,4.38,0.186,113.689,142.57,16.101036,0.031089999,0.15597,"CBRE Group, Inc."
OTIS,Industrials,Specialty Industrial Machinery,29016610816.0,20.111702,-5.466638,3.76,0.064,,75.62,16.033043,0.101110004,,Otis Worldwide Corporation
CARR,Industrials,Building Products & Equipment,53306650624.0,42.786667,3.9666255,1.5,0.024,91.102,64.18,20.08066,0.059899997,0.09907,Carrier Global Corporation
ALGS,Healthcare,Biotechnology,39295216.0,,0.7326641,-2.45,-0.731,9.805,6.35,-1.308976,0.0,-1.96915,"Aligos Therapeutics, Inc."
ACGL,Financial Services,Insurance - Diversified,33250248704.0,7.2415385,1.440088,13.0,-0.033,11.282,94.14,9.428756,0.24635,0.21305999,Arch Capital Group Ltd.
CBOE,Financial Services,Financial Data & Stock Exchanges,35998810112.0,29.400002,7.00556,11.7,0.065,29.489,343.98,24.349342,0.25774,0.2514,"Cboe Global Markets, Inc."
GEV,Industrials,Specialty Industrial Machinery,294304808960.0,32.0518,21.139378,34.17,0.163,24.925,1095.21,44.725906,0.23809999,0.75708,GE Vernova Inc.
MSI,Technology,Communication Equipment,72797184000.0,34.35294,30.115513,12.75,0.123,402.39,438.0,23.99156,0.18439,1.04197,"Motorola Solutions, Inc."
ALVO,Healthcare,Drug Manufacturers - Specialty & Generic,1092168960.0,35.0,-3.8377192,0.1,0.101,,3.5,19.130909,0.04741,,Alvotech
URI,Industrials,Rental & Leasing Services,58508750848.0,23.867876,6.5709586,39.13,0.072,167.473,933.95,17.359453,0.15319,0.28237,"United Rentals, Inc."
ABCL,Healthcare,Biotechnology,1422534656.0,,1.4485545,-0.49,7.882,14.812,4.66,-5.9489613,-1.94883,-0.14475,AbCellera Biologics Inc.
XLI,,,,31.075794,1.7524546,,,,172.41,,,,State Street Industrial Select Sector SPDR ETF
ARQQ,Technology,Software - Infrastructure,229299728.0,,8.225716,-2.57,,2.64,14.65,-13.820755,0.0,-1.81436,Arqit Quantum Inc.
NOW,Technology,Software - Application,94890655744.0,54.76786,8.090925,1.68,0.221,20.728,92.01,18.335808,0.12586,0.1607,"ServiceNow, Inc."
FCX,Basic Materials,Copper,82916777984.0,30.518518,4.140109,1.89,0.088,33.008,57.68,15.570337,0.10344,0.15630999,Freeport-McMoRan Inc.
NRG,Utilities,Utilities - Independent Power Producers,33434382336.0,39.259346,29.067577,4.01,0.137,989.054,157.43,13.884932,0.02813,0.41548002,"NRG Energy, Inc."
AME,Industrials,Specialty Industrial Machinery,53757272064.0,35.4826,4.923174,6.61,0.113,22.489,234.54,26.62864,0.20108,0.14626999,"AMETEK, Inc."
TDG,Industrials,Aerospace & Defense,67278647296.0,38.318752,-7.2479873,31.09,0.183,,1191.33,25.999207,0.21909,,TransDigm Group Incorporated
OXY,Energy,Oil & Gas E&P,58847191040.0,80.189186,2.108742,0.74,1.489,63.804,59.34,16.348682,0.10772,0.05929,Occidental Petroleum Corporation
AGCO,Industrials,Farm & Heavy Construction Machinery,8293857280.0,11.046288,1.946805,10.37,0.143,58.582,114.55,14.054732,0.07432,0.17531,AGCO Corporation
PNR,Industrials,Specialty Industrial Machinery,12579374080.0,19.557789,3.2839725,3.98,0.026,54.634,77.84,13.382916,0.15975,0.1761,Pentair plc
AIHS,Industrials,Rental & Leasing Services,5377837.0,,13.563218,-3.04,-0.205,5.257,1.18,,-1.15739,-1.3566499,Senmiao Technology Limited
ALST,Healthcare,Pharmaceutical Retailers,150554.0,,,,-0.83,,0.00043,,0.0,,"Allstar Health Brands, Inc."
BARC.L,Financial Services,Banks - Diversified,61265973248.0,10.450001,0.96447736,0.43,0.039,,449.35,7.1704407,0.26768,0.09552,Barclays PLC
STZ,Consumer Defensive,Beverages - Brewers,25799256064.0,15.571726,3.2021549,9.62,-0.113,133.573,149.8,12.018334,0.18456,0.22636999,"Constellation Brands, Inc."
BIDU,Communication Services,Internet Content & Information,42953498624.0,73.39535,1.101616,1.72,-0.041,33.506,126.24,13.718271,0.0433,0.01904,"Baidu, Inc."
LMT,Industrials,Aerospace & Defense,117340741632.0,24.63359,15.630048,20.66,0.003,276.365,508.93,15.854557,0.06382,0.6764,Lockheed Martin Corporation
AMCX,Communication Services,Entertainment,356693024.0,4.8915663,0.35312024,1.66,-0.008,182.708,8.12,5.253657,0.03867,0.104169995,AMC Global Media Inc.
POOL,Industrials,Industrial Distribution,6816299008.0,17.175388,6.0014114,10.89,0.062,140.423,187.04,15.549516,0.07582,0.34241,Pool Corporation
JD,Consumer Cyclical,Internet Retail,40537559040.0,15.703704,1.2347409,1.89,0.015,36.457,29.68,7.097533,0.015,0.07624,"JD.com, Inc."
PSA,Real Estate,REIT - Industrial,52456579072.0,30.869835,10.706557,9.68,0.032,107.646,298.82,29.659464,0.39061,0.20175,Public Storage
LW,Consumer Defensive,Packaged Foods,5863951872.0,19.938967,3.2303948,2.13,0.029,220.065,42.47,14.1701765,0.04607,0.17355,"Lamb Weston Holdings, Inc."
ALLE,Industrials,Security & Protection Services,11368455168.0,18.072403,5.4104123,7.32,0.097,105.863,132.29,13.8598585,0.15237,0.34179002,Allegion plc
AMST,Technology,Software - Application,6246018.0,,2.9645452,-0.6,7.468,,0.9783,,0.0,-2.14992,Amesite Inc.
CPB,Consumer Defensive,Packaged Foods,6234243072.0,11.36413,1.5558037,1.84,-0.045,185.001,20.91,9.555057,0.0548,0.13891,The Campbell's Company
MCD,Consumer Cyclical,Restaurants,202706731008.0,23.8636,-113.20763,11.95,0.097,,285.17,19.863007,0.3185,,McDonald's Corporation
PLD,Real Estate,REIT - Industrial,130779054080.0,35.24372,2.441474,3.98,0.083,60.934,140.27,41.281624,0.39646,0.06844,"Prologis, Inc."
NVR,Consumer Cyclical,Residential Construction,16402791424.0,14.662589,4.349032,409.5,-0.214,30.047,6004.33,14.30181,0.12489,0.33257,"NVR, Inc."
APRT,,,,27.195705,,,,,44.9613,,,,AllianzIM U.S. Equity Buffer10 Apr ETF
PODD,Healthcare,Medical Devices,11603749888.0,48.140804,7.7826815,3.48,0.312,66.176,167.53,20.756542,0.091239996,0.18124,Insulet Corporation
ES,Utilities,Utilities - Regulated Electric,25895745536.0,15.10965,1.5969405,4.56,0.134,184.946,68.9,13.808639,0.124919996,0.10777,Eversource Energy
TROW,Financial Services,Asset Management,22307297280.0,11.170601,2.0952744,9.32,0.053,3.87,104.11,10.8289995,0.28278,0.18688999,"T. Rowe Price Group, Inc."
PSX,Energy,Oil & Gas Refining & Marketing,72272543744.0,17.829872,2.4854534,10.11,0.069,91.385,180.26,11.54959,0.03066,0.14547,Phillips 66
CDNS,Technology,Software - Application,97536811008.0,82.623825,14.662493,4.28,0.187,46.992,353.63,37.697693,0.21180001,0.20656,"Cadence Design Systems, Inc."
HSIC,Healthcare,Medical Distribution,8509763584.0,22.468279,2.6533234,3.31,0.077,71.736,74.37,12.638996,0.03019,0.08701,"Henry Schein, Inc."
APEI,Consumer Defensive,Education & Training Services,1070056256.0,41.514286,3.5737562,1.4,-0.035,55.282,58.12,15.56091,0.04863,0.10543,"American Public Education, Inc."
CDW,Technology,Information Technology Services,17646321664.0,16.930693,6.7924533,8.08,0.063,236.871,136.8,12.065227,0.04756,0.43018,CDW Corporation
AQST,Healthcare,Drug Manufacturers - Specialty & Generic,519509376.0,,-15.144927,-0.78,0.097,,4.18,-7.2068963,-1.88088,,"Aquestive Therapeutics, Inc."
EIX,Utilities,Utilities - Regulated Electric,26500759552.0,7.48587,1.5513707,9.2,0.077,226.101,68.87,10.575682,0.18124,0.18864,Edison International
MBG.DE,Consumer Cyclical,Auto Manufacturers,44887973888.0,9.5,0.52076703,5.34,-0.049,104.519,50.73,6.656179,0.03738,0.05282,Mercedes-Benz Group AG
CINF,Financial Services,Insurance - Property & Casualty,24804018176.0,9.168097,1.5775805,17.49,0.116,5.626,160.35,17.475925,0.21326,0.18735,Cincinnati Financial Corporation
GPN,Industrials,Specialty Business Services,19121131520.0,15.681717,0.71838516,4.43,-0.0,93.316,69.47,4.28829,0.18169,0.04824,Global Payments Inc.
TSCO,Consumer Cyclical,Specialty Retail,17201160192.0,16.098522,6.6721115,2.03,0.036,254.949,32.68,14.099334,0.06909,0.45504,Tractor Supply Company
TLT,,,,,0.57387567,,,,85.43,-4271.5,,,iShares 20+ Year Treasury Bond ETF
SAN.PA,Healthcare,Drug Manufacturers - General,89604612096.0,18.80808,1.2318481,3.96,0.06,27.372,74.48,8.266857,0.15954,0.06576,Sanofi
CCI,Real Estate,REIT - Specialty,38880329728.0,37.594936,-20.231607,2.37,-0.048,,89.1,30.08763,0.25136,,Crown Castle Inc.
XLU,,,,22.751284,0.7246444,,,,46.37,,,,State Street Utilities Select Sector SPDR ETF
UAL,Industrials,Airlines,30402445312.0,8.378354,1.9281596,11.18,0.106,195.081,93.67,6.6483874,0.06061,0.25726998,"United Airlines Holdings, Inc."
NIO,Consumer Cyclical,Auto Manufacturers,14783435776.0,,23.968584,-1.0,0.759,246.311,5.9,-298.01077,-0.17798,-1.18725,NIO Inc.
GEN,Technology,Software - Infrastructure,11937632256.0,20.319586,5.122141,0.97,0.258,363.379,19.71,6.891126,0.12757,0.26902,Gen Digital Inc.
GILD,Healthcare,Drug Manufacturers - General,165675859968.0,19.687315,7.29678,6.78,0.047,112.923,133.48,13.877395,0.28903,0.40655,"Gilead Sciences, Inc."
CAT,Industrials,Farm & Heavy Construction Machinery,416646889472.0,45.049305,22.463125,20.08,0.222,230.793,904.59,30.8675,0.13328,0.51331,Caterpillar Inc.
MLM,Basic Materials,Building Materials,36393820160.0,38.023838,3.6437197,15.94,0.172,50.35,606.1,26.233847,0.39905998,0.0947,"Martin Marietta Materials, Inc."
INTU,Technology,Software - Application,110842134528.0,25.89857,5.80058,15.38,0.174,36.148,398.32,15.040774,0.2157,0.23457001,Intuit Inc.
BKR,Energy,Oil & Gas Equipment & Services,67242414080.0,21.654951,3.480538,3.13,0.025,82.935,67.78,24.238913,0.11171,0.17184,Baker Hughes Company
ARKW,,,,50.600883,,,,,141.65,,,,ARK Next Generation Internet ETF
CMCSA,Communication Services,Telecom Services,94521163776.0,5.1882353,1.0721666,5.1,0.053,106.858,26.46,6.940783,0.15004,0.20918,Comcast Corporation
ARKG,,,,,,,,,29.78,,,,ARK Genomic Revolution ETF
ETSY,Consumer Cyclical,Internet Retail,5973718016.0,24.118774,-5.2541523,2.61,0.031,,62.95,9.562815,0.09811,,"Etsy, Inc."
AMSC,Industrials,Specialty Industrial Machinery,2619151616.0,18.095394,4.878936,3.04,0.214,2.12,55.01,52.059772,0.46701,0.35773,American Superconductor Corporation
XLF,,,,17.399643,1.5165948,,,,51.59,,,,State Street Financial Select Sector SPDR ETF
AIRTP,Industrials,Conglomerates,,59.34524,-46.050808,0.336,-0.087,3589.469,19.94,,-0.02481,-0.48259,"Air T, Inc."
MDT,Healthcare,Medical Devices,99873406976.0,21.729052,2.0380414,3.58,0.087,57.06,77.79,12.838689,0.13,0.0939,Medtronic plc
PRU,Financial Services,Insurance - Life,34893959168.0,10.3264675,1.0755353,9.71,0.312,124.482,100.27,6.810821,0.0584,0.11359999,"Prudential Financial, Inc."
AOSL,Technology,Semiconductors,1302036096.0,,1.5806779,-3.51,-0.063,3.818,43.75,-99.431816,-0.15057999,-0.12,Alpha and Omega Semiconductor Limited
